Product,Reactant,Rxn
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC,[Br-].CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Br-].CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCC1=C(C=C(C(Cl)=C1)N(=O)=O)N(=O)=O,CCC1=C(C=C(C(Cl)=C1)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCC1=CC2=NC3=C(C=CC(C)=C3)[O+]=C2C=C1N,CCC1=C(C=C(C(Cl)=C1)N(=O)=O)N(=O)=O,CCC1=C(C=C(C(Cl)=C1)N(=O)=O)N(=O)=O>>CCC1=CC2=NC3=C(C=CC(C)=C3)[O+]=C2C=C1N
O=[N+]([O-])N1N=C2C3=NN([N+](=O)[O-])N=C3C3=NN([N+](=O)[O-])N=C3C2=N1,N1=NC2=C(N1)C1=C(NN=N1)C1=C2NN=N1.O=[N+]([O-])O,N1=NC2=C(N1)C1=C(NN=N1)C1=C2NN=N1.O=[N+]([O-])O>>O=[N+]([O-])N1N=C2C3=NN([N+](=O)[O-])N=C3C3=NN([N+](=O)[O-])N=C3C2=N1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=C(NCCCN1C=CN=C1)C1=CC2=C(OC1=O)C=CC=C2.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=C(NCCCN1C=CN=C1)C1=CC2=C(OC1=O)C=CC=C2.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=C(NCCCN1C=CN=C1)C1=CC2=CC=CC=C2OC1=O,O=C(NCCCN1C=CN=C1)C1=CC2=C(OC1=O)C=CC=C2.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=C(NCCCN1C=CN=C1)C1=CC2=C(OC1=O)C=CC=C2.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>O=C(NCCCN1C=CN=C1)C1=CC2=CC=CC=C2OC1=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=C(\C=C\C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=C(\C=C\C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=C(\C=C\C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,O=C(\C=C\C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=C(\C=C\C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>O=C(\C=C\C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Nd+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.NCC(O)=O.NCC(O)=O,[Nd+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.NCC(O)=O.NCC(O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Lu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.O=P(N1CCCCC1)(N1CCCCC1)N1CCCCC1,[Lu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.O=P(N1CCCCC1)(N1CCCCC1)N1CCCCC1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=P(N1CCCCC1)(N1CCCCC1)N1CCCCC1,[Lu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.O=P(N1CCCCC1)(N1CCCCC1)N1CCCCC1,[Lu+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.O=P(N1CCCCC1)(N1CCCCC1)N1CCCCC1>>O=P(N1CCCCC1)(N1CCCCC1)N1CCCCC1
COC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,COC1=CC=C(C=C1N(=O)=O)C(=O)C1=CC=C(OC)C(=C1)N(=O)=O.ON(=O)=O,COC1=CC=C(C=C1N(=O)=O)C(=O)C1=CC=C(OC)C(=C1)N(=O)=O.ON(=O)=O>>COC1=C(C=C(C=C1)N(=O)=O)N(=O)=O
COC1=C(C=C(C=C1N(=O)=O)C(O)=O)N(=O)=O,COC1=CC=C(C=C1N(=O)=O)C(=O)C1=CC=C(OC)C(=C1)N(=O)=O.ON(=O)=O,COC1=CC=C(C=C1N(=O)=O)C(=O)C1=CC=C(OC)C(=C1)N(=O)=O.ON(=O)=O>>COC1=C(C=C(C=C1N(=O)=O)C(O)=O)N(=O)=O
COC1=C(C=C(C=C1N(=O)=O)C(=O)C1=CC(=C(OC)C(=C1)N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC=C(C=C1N(=O)=O)C(=O)C1=CC=C(OC)C(=C1)N(=O)=O.ON(=O)=O,COC1=CC=C(C=C1N(=O)=O)C(=O)C1=CC=C(OC)C(=C1)N(=O)=O.ON(=O)=O>>COC1=C(C=C(C=C1N(=O)=O)C(=O)C1=CC(=C(OC)C(=C1)N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,I[H].CSC1=NCCN1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.NCCCN(CCN)CCC1=CNC2=C1C=CC=C2,I[H].CSC1=NCCN1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.NCCCN(CCN)CCC1=CNC2=C1C=CC=C2>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C(CNC1=NCCN1)CN(CCNC1=NCCN1)CCC1=CNC2=C1C=CC=C2,I[H].CSC1=NCCN1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.NCCCN(CCN)CCC1=CNC2=C1C=CC=C2,I[H].CSC1=NCCN1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.NCCCN(CCN)CCC1=CNC2=C1C=CC=C2>>C(CNC1=NCCN1)CN(CCNC1=NCCN1)CCC1=CNC2=C1C=CC=C2
ClC1=CC2=C(CNCC2)C=C1,NCCC1=CC(Cl)=CC=C1,NCCC1=CC(Cl)=CC=C1>>ClC1=CC2=C(CNCC2)C=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NCCC1=CC(Cl)=CC=C1,NCCC1=CC(Cl)=CC=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Cl-].BrC1=CC=C(C=C1)N1N=C(N=[N+]1C1=CC=C(Br)C=C1)C1=NC2=C(NC1=O)C=CC=C2,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Cl-].BrC1=CC=C(C=C1)N1N=C(N=[N+]1C1=CC=C(Br)C=C1)C1=NC2=C(NC1=O)C=CC=C2>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
BrC1=CC=C(C=C1)N1N=C(N=[N+]1C1=CC=C(Br)C=C1)C1=NC2=C(NC1=O)C=CC=C2,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Cl-].BrC1=CC=C(C=C1)N1N=C(N=[N+]1C1=CC=C(Br)C=C1)C1=NC2=C(NC1=O)C=CC=C2,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Cl-].BrC1=CC=C(C=C1)N1N=C(N=[N+]1C1=CC=C(Br)C=C1)C1=NC2=C(NC1=O)C=CC=C2>>BrC1=CC=C(C=C1)N1N=C(N=[N+]1C1=CC=C(Br)C=C1)C1=NC2=C(NC1=O)C=CC=C2
CNCC1=N(=O)C=CC=C1,Cl[H].ClCC1=N(=O)C=CC=C1,Cl[H].ClCC1=N(=O)C=CC=C1>>CNCC1=N(=O)C=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Cl[H].ClCC1=N(=O)C=CC=C1,Cl[H].ClCC1=N(=O)C=CC=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCOC(=O)CCBr,CCOC(=O)CCBr>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCOC(=O)CCSC1=NC2=C(CCC\C2=C/C2=CC=CC=C2)C(N1)C1=CC=CC=C1,CCOC(=O)CCBr,CCOC(=O)CCBr>>CCOC(=O)CCSC1=NC2=C(CCC\C2=C/C2=CC=CC=C2)C(N1)C1=CC=CC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Ca++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.FC1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CC1,[Ca++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.FC1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CC1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
FC1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CC1,[Ca++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.FC1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CC1,[Ca++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.FC1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CC1>>FC1=CC=C(C=C1)N1CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CCN(CC2=CC=CC=C2)C(=O)COCC(=O)N(CC2=CC=CC=C2)CC1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=CC1=CC2=CC=CC=C2C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=CC1=CC2=CC=CC=C2C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=CC1=CC2=CC=CC=C2C=C1,O=CC1=CC2=CC=CC=C2C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,O=CC1=CC2=CC=CC=C2C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>O=CC1=CC2=CC=CC=C2C=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC(C(C(O)=O)[N+]1=CC=CC=C1)C1=CC=CC=C1Cl,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC(C(C(O)=O)[N+]1=CC=CC=C1)C1=CC=CC=C1Cl
[H]C1(C=CC=C1)[Sn](C)(C)C,C[Sn](C)(Cl)C1C[C@@H]2C[C@H]1C=C2,C[Sn](C)(Cl)C1C[C@@H]2C[C@H]1C=C2>>[H]C1(C=CC=C1)[Sn](C)(C)C
O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,C[Sn](C)(Cl)C1C[C@@H]2C[C@H]1C=C2,C[Sn](C)(Cl)C1C[C@@H]2C[C@H]1C=C2>>O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NCCN(CCN)CCN.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OS(=O)(=O)C1=NCCN1,NCCN(CCN)CCN.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OS(=O)(=O)C1=NCCN1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C(CN(CCNC1=NCCN1)CCNC1=NCCN1)NC1=NCCN1,NCCN(CCN)CCN.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OS(=O)(=O)C1=NCCN1,NCCN(CCN)CCN.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OS(=O)(=O)C1=NCCN1>>C(CN(CCNC1=NCCN1)CCNC1=NCCN1)NC1=NCCN1
C1=CC=C2N=CC=CC2=C1,C1=CC=C2N=CC=CC2=C1.O=N(=O)C1=CC(=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O)N(=O)=O.CC(O)=O,C1=CC=C2N=CC=CC2=C1.O=N(=O)C1=CC(=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O)N(=O)=O.CC(O)=O>>C1=CC=C2N=CC=CC2=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1=CC=C2N=CC=CC2=C1.O=N(=O)C1=CC(=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O)N(=O)=O.CC(O)=O,C1=CC=C2N=CC=CC2=C1.O=N(=O)C1=CC(=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(=C1)N(=O)=O)N(=O)=O.CC(O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[N-]1N=NN=N1,[Zn++].[H]O[H].[O-][N+]([O-])=O.CC1=CC(=CC(C)=C1O)N1N=NN=N1,[Zn++].[H]O[H].[O-][N+]([O-])=O.CC1=CC(=CC(C)=C1O)N1N=NN=N1>>[N-]1N=NN=N1
C[P+](C)(C)CCO,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Br-].C[P+](C)(C)CCO,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Br-].C[P+](C)(C)CCO>>C[P+](C)(C)CCO
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Br-].C[P+](C)(C)CCO,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Br-].C[P+](C)(C)CCO>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
N[Pt](N)([OH2])[OH2],[H]O[H].[NH3+][Pt]([NH3+])([OH2])[OH2].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H]O[H].[NH3+][Pt]([NH3+])([OH2])[OH2].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>N[Pt](N)([OH2])[OH2]
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H]O[H].[NH3+][Pt]([NH3+])([OH2])[OH2].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H]O[H].[NH3+][Pt]([NH3+])([OH2])[OH2].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC2=C(NN=N2)C=C1,NC1=C(N)C=CC=C1,NC1=C(N)C=CC=C1>>O=N(=O)C1=CC2=C(NN=N2)C=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=NC=C(CBr)C(N)=N1.CC1=C(CCOC(=O)C2=CC=CC=C2)SC=N1,CC1=NC=C(CBr)C(N)=N1.CC1=C(CCOC(=O)C2=CC=CC=C2)SC=N1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=NC=C(CBr)C(N)=N1.CC1=C(CCOC(=O)C2=CC=CC=C2)SC=N1,CC1=NC=C(CBr)C(N)=N1.CC1=C(CCOC(=O)C2=CC=CC=C2)SC=N1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC1=C(CCOC(=O)C2=CC=CC=C2)SC=[N+]1CC1=CN=C(C)N=C1N,CC1=NC=C(CBr)C(N)=N1.CC1=C(CCOC(=O)C2=CC=CC=C2)SC=N1,CC1=NC=C(CBr)C(N)=N1.CC1=C(CCOC(=O)C2=CC=CC=C2)SC=N1>>CC1=C(CCOC(=O)C2=CC=CC=C2)SC=[N+]1CC1=CN=C(C)N=C1N
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H][C@]1(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N1)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)C(=O)OC.[Ag+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H][C@]1(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N1)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)C(=O)OC.[Ag+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[H][C@]1(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N1)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)C(=O)OC,[H][C@]1(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N1)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)C(=O)OC.[Ag+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H][C@]1(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N1)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)C(=O)OC.[Ag+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[H][C@]1(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N[C@]([H])(CSSC[C@]([H])(NC(=O)OC(C)(C)C)C(=O)N1)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)NC(=O)OC(C)(C)C)C(=O)OC)C(=O)OC
O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,ClC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COP(OC)OC,ClC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COP(OC)OC>>O=N(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O
COP(=O)(OC)C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,ClC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COP(OC)OC,ClC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COP(OC)OC>>COP(=O)(OC)C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[Sm+3]123456789[O]=N(=O)C%10=C(C(=CC(=C%10)N(=O)=O)N(=O)=O)[O-]1,C1COCCOCCOCCOCCOCCO1.[Sm+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1COCCOCCOCCOCCOCCO1.[Sm+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[Sm+3]123456789[O]=N(=O)C%10=C(C(=CC(=C%10)N(=O)=O)N(=O)=O)[O-]1
[O]2=N(=O)C1=C(C(=CC(=C1)N(=O)=O)N(=O)=O)[O-]3,C1COCCOCCOCCOCCOCCO1.[Sm+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1COCCOCCOCCOCCOCCO1.[Sm+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O]2=N(=O)C1=C(C(=CC(=C1)N(=O)=O)N(=O)=O)[O-]3
[O]41CC[O]5CC[O]6CC[O]7CC[O]8CC[O]9CC1,C1COCCOCCOCCOCCOCCO1.[Sm+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1COCCOCCOCCOCCOCCO1.[Sm+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O]41CC[O]5CC[O]6CC[O]7CC[O]8CC[O]9CC1
[O-]C1=C(N(=O)=O)C=C(C=C1N(=O)=O)N(=O)=O,C1COCCOCCOCCOCCOCCO1.[Sm+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1COCCOCCOCCOCCOCCO1.[Sm+3].[H]O[H].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(N(=O)=O)C=C(C=C1N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=N1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=N1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(N=NC2=NC=CC=C2)C2=CC=CC=C2C=C1,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=N1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=N1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(N=NC2=NC=CC=C2)C2=CC=CC=C2C=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Er+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC(=O)C1=CC=CC=C1S(=O)CC1=CC=CC=C1,[Er+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC(=O)C1=CC=CC=C1S(=O)CC1=CC=CC=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC(=O)C1=CC=CC=C1S(=O)CC1=CC=CC=C1,[Er+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC(=O)C1=CC=CC=C1S(=O)CC1=CC=CC=C1,[Er+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC(=O)C1=CC=CC=C1S(=O)CC1=CC=CC=C1>>COC(=O)C1=CC=CC=C1S(=O)CC1=CC=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN1C=CN=C1SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN1C=CN=C1SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
